SPASE_ResourceID,HelioData_short_name,SPASE_ResourceName,HelioData_long_name,SPASE_AlternateName
spase://SMWG/Observatory/Ground/Solund,SOL,Solund Geophysical Observatory,Observatory Station Code: SOL,['Observatory Station Code: SOL']
spase://SMWG/Observatory/Ground/Soroya,SOR,Soroya Geophysical Observatory,Observatory Station Code: SOR,['Observatory Station Code: SOR']
spase://SMWG/Observatory/Ground/South.Georgia,South Georgia,South Georgia,Observatory Station Code: SGE,"['Grytviken', 'Observatory Station Code: SGE']"
spase://SMWG/Observatory/Ground/South.Pole,South Pole,South Pole,Observatory Station Code: SPA,['Observatory Station Code: SPA']
spase://SMWG/Observatory/Ground/St.John,St. John Geophysical Observatory,St. John Geophysical Observatory,Observatory Station Code: STJ,['Observatory Station Code: STJ']
spase://SMWG/Observatory/Ground/Stanford,STFD,Stanford Geophysical Observatory,Observatory Station Code: STFD,['Observatory Station Code: STFD']
spase://SMWG/Observatory/Ground/Stekolnyy,Stekolnyy,Stekolnyy,Observatory Station Code: MGD,"['Magadan', 'Observatory Station Code: MGD']"
spase://SMWG/Observatory/Ground/Stennis.Space.Centre,Stennis Space Centre,Stennis Space Centre,Observatory Station Code: BSL,"['Bay St. Louis', 'Observatory Station Code: BSL']"
spase://SMWG/Observatory/Ground/STEP,STEP,STEP Observatory Group,Solar Terrestrial Energy Program,"['Solar-Terrestrial Energy Program, STEP, Polar Network', 'UAPM', 'Upper Atmospheric Monitoring Program']"
spase://SMWG/Observatory/Ground/Stepanovka,Stepanovka,Stepanovka,Observatory Station Code: ODE,['Observatory Station Code: ODE']
spase://SMWG/Observatory/Ground/Stonyhurst,Stonyhurst,Stonyhurst,Observatory Station Code: STO,['Observatory Station Code: STO']
spase://SMWG/Observatory/Ground/Sukkertoppen,Sukkertoppen,Sukkertoppen,Observatory Station Code: SKT,['Observatory Station Code: SKT']
spase://SMWG/Observatory/Ground/Summit,SUM,Summit Geophysical Observatory,Observatory Station Code: SUM,['Observatory Station Code: SUM']
spase://SMWG/Observatory/Ground/Surlari,Surlari,Surlari,Observatory Station Code: SUA,['Observatory Station Code: SUA']
spase://SMWG/Observatory/Ground/Swider,Swider,Swider,Observatory Station Code: SWI,['Observatory Station Code: SWI']
spase://SMWG/Observatory/Ground/Tahiti,Tahiti,Tahiti,Observatory Station Code: TAH,['Observatory Station Code: TAH']
spase://SMWG/Observatory/Ground/Talara,Talara,Talara,Observatory Station Code: TAL,['Observatory Station Code: TAL']
spase://SMWG/Observatory/Ground/Tamanrasset,Tamanrasset,Tamanrasset,Observatory Station Code: TAM,['Observatory Station Code: TAM']
spase://SMWG/Observatory/Ground/Tangerang,Tangerang,Tangerang,Observatory Station Code: TNG,['Observatory Station Code: TNG']
spase://SMWG/Observatory/Ground/Tartu,TAR,Tartu Geophysical Observatory,Observatory Station Code: TAR,['Observatory Station Code: TAR']
spase://SMWG/Observatory/Ground/Tasiilaq,Tasiilaq Geophysical Observatory,Tasiilaq Geophysical Observatory,Tasiilaq Geophysical Observatory,['']
spase://SMWG/Observatory/Ground/Tatuoca,Tatuoca,Tatuoca,Observatory Station Code: TTB,['Observatory Station Code: TTB']
spase://SMWG/Observatory/Ground/Tehran,Tehran,Tehran,Observatory Station Code: TEH,['Observatory Station Code: TEH']
spase://SMWG/Observatory/Ground/TEIDE,TEIDE Observatory,TEIDE Observatory,TEIDE Observatory,['']
spase://SMWG/Observatory/Ground/Teoloyucan,Teoloyucan,Teoloyucan,Observatory Station Code: TEO,['Observatory Station Code: TEO']
spase://SMWG/Observatory/Ground/TGO,Tromso Geophysical Observatory,Tromso Geophysical Observatory,TGO,['TGO']
spase://SMWG/Observatory/Ground/The.Pas,TPAS,The Pas,Observatory Station Code: TPAS,"['Flin Flon', 'Observatory Station Code: TPAS']"
spase://SMWG/Observatory/Ground/Thule.Air.Base,TAB,Thule Air Base Geophysical Observatory,Observatory Station Code: TAB,['Observatory Station Code: TAB']
spase://SMWG/Observatory/Ground/Tihany,Tihany,Tihany,Observatory Station Code: THY,['Observatory Station Code: THY']
spase://SMWG/Observatory/Ground/Tikhaya.Bay,Tikhaya Bay,Tikhaya Bay,Observatory Station Code: TKH,['Observatory Station Code: TKH']
spase://SMWG/Observatory/Ground/Tiksi,TIK,Tiksi Geophysical Observatory,Observatory Station Code: TIK,['Observatory Station Code: TIK']
spase://SMWG/Observatory/Ground/Tirunelveli,Tirunelveli,Tirunelveli,Observatory Station Code: TIR,['Observatory Station Code: TIR']
spase://SMWG/Observatory/Ground/Tokyo,Tokyo,Tokyo,Observatory Station Code: TOK,['Observatory Station Code: TOK']
spase://SMWG/Observatory/Ground/Toledo,Toledo,Toledo,Observatory Station Code: TOL,['Observatory Station Code: TOL']
spase://SMWG/Observatory/Ground/Tomsk,Tomsk,Tomsk,Observatory Station Code: TMK,['Observatory Station Code: TMK']
spase://SMWG/Observatory/Ground/Tondano,Tondano,Tondano,Observatory Station Code: TND,['Observatory Station Code: TND']
spase://SMWG/Observatory/Ground/Tonghai,Tonghai,Tonghai,Observatory Station Code: THJ,['Observatory Station Code: THJ']
spase://SMWG/Observatory/Ground/Toolangi,Toolangi,Toolangi,Observatory Station Code: TOO,['Observatory Station Code: TOO']
spase://SMWG/Observatory/Ground/Toolik.Lake,TOOL,Toolik Lake Geophysical Observatory,Toolik Lake Geophysical Observatory,['']
spase://SMWG/Observatory/Ground/Trapper.Creek,TRAP,Trapper Creek Geophysical Observatory,Trapper Creek Geophysical Observatory,['']
spase://SMWG/Observatory/Ground/Trelew,Trelew,Trelew,Observatory Station Code: TRW,['Observatory Station Code: TRW']
spase://SMWG/Observatory/Ground/Tristan.da.Cunha,TDC,Tristan Da Cunha Geophysical Observatory,Observatory Station Code: TDC,['Observatory Station Code: TDC']
spase://SMWG/Observatory/Ground/Trivandrum.2,Trivandrum,Trivandrum 2,Observatory Station Code: TRD,['Observatory Station Code: TRD']
spase://SMWG/Observatory/Ground/Tromso,TRO,Tromso Geophysical Observatory,Tromso Geophysical Observatory,['Observatory Station Code: TRO']
spase://SMWG/Observatory/Ground/Tsumeb,Tsumeb,Tsumeb,Observatory Station Code: TSU,['Observatory Station Code: TSU']
spase://SMWG/Observatory/Ground/Tucson,Tucson Geophysical Observatory,Tucson Geophysical Observatory,Observatory Station Code: TUC,['Observatory Station Code: TUC']
spase://SMWG/Observatory/Ground/Tuntungan,Tuntungan,Tuntungan,Observatory Station Code: TUN,['Observatory Station Code: TUN']
spase://SMWG/Observatory/Ground/UAPM,UAPM Observatory Group,UAPM Observatory Group,"Solar-Terrestrial Energy Program, STEP, Polar Network","['Upper Atmospheric Monitoring Program', 'STEP', 'Solar-Terrestrial Energy Program, STEP, Polar Network']"
spase://SMWG/Observatory/Ground/Udaipur,Udaipur,Udaipur,Udaipur,['']
spase://SMWG/Observatory/Ground/Ujjain,Ujjain,Ujjain,Observatory Station Code: UJJ,['Observatory Station Code: UJJ']
spase://SMWG/Observatory/Ground/Ukiah,UKIA,Ukiah Geophysical Observatory,Observatory Station Code: UKIA,['Observatory Station Code: UKIA']
spase://SMWG/Observatory/Ground/Ulan.Bator,Ulan Bator,Ulan Bator,Observatory Station Code: UBA,['Observatory Station Code: UBA']
spase://SMWG/Observatory/Ground/Upernavik,UPN,Upernavik Geophysical Observatory,Upernavik Geophysical Observatory,['']
spase://SMWG/Observatory/Ground/Uppsala,Uppsala,Uppsala,Observatory Station Code: UPS,"['Fiby', 'Observatory Station Code: UPS']"
spase://SMWG/Observatory/Ground/USGS,United State Geological Survey,United State Geological Survey,USGA,['USGA']
spase://SMWG/Observatory/Ground/Uummannaq,UPS,Uummannaq Geophysical Observatory,Observatory Station Code: UPS,['Observatory Station Code: UPS']
spase://SMWG/Observatory/Ground/Val.d.Or,VLDR,Val-d'Or Geophysical Observatory,Observatory Station Code: VLDR,['Observatory Station Code: VLDR']
spase://SMWG/Observatory/Ground/Val.Joyeux,Val Joyeux,Val Joyeux,Observatory Station Code: VLJ,['Observatory Station Code: VLJ']
spase://SMWG/Observatory/Ground/Valentia,Valentia,Valentia,Observatory Station Code: VAL,['Observatory Station Code: VAL']
spase://SMWG/Observatory/Ground/Vassouras,Vassouras,Vassouras,Observatory Station Code: VSS,['Observatory Station Code: VSS']
spase://SMWG/Observatory/Ground/Victoria,Victoria Geophysical Observatory,Victoria Geophysical Observatory,Observatory Station Code: VIC,['Observatory Station Code: VIC']
spase://SMWG/Observatory/Ground/Vieques,Vieques,Vieques,Observatory Station Code: VQS,['Observatory Station Code: VQS']
spase://SMWG/Observatory/Ground/Visakhapatnam,Visakhapatnam,Visakhapatnam,Observatory Station Code: VSK,['Observatory Station Code: VSK']
spase://SMWG/Observatory/Ground/Vize.Island,VIZ,Vize Island Geophysical Observatory,Observatory Station Code: VIZ,['Observatory Station Code: VIZ']
spase://SMWG/Observatory/Ground/Voeikovo,Voeikovo,Voeikovo,Observatory Station Code: LNN,"['Leningrad', 'Observatory Station Code: LNN']"
spase://SMWG/Observatory/Ground/Vostok,Vostok,Vostok,Observatory Station Code: VOS,['Observatory Station Code: VOS']
spase://SMWG/Observatory/Ground/Vysokaya.Dubrava,Vysokaya Dubrava,Vysokaya Dubrava,Observatory Station Code: SVD,['Observatory Station Code: SVD']
spase://SMWG/Observatory/Ground/Wallops.Island,WLPS,Wallops Island Geophysical Observatory,Observatory Station Code: WLPS,['Observatory Station Code: WLPS']
spase://SMWG/Observatory/Ground/WDC,World Data Center Ground Data Master Catalog,World Data Center Ground Data Master Catalog,WDC Ground Observatories,"['WDC Ground Observatories', 'WDC']"
spase://SMWG/Observatory/Ground/White.Horse,White Horse,White Horse,Observatory Station Code: WHIT,['Observatory Station Code: WHIT']
spase://SMWG/Observatory/Ground/Whitehorse,WHIT,Whitehorse Geophysical Observatory,Observatory Station Code: WHS,['Observatory Station Code: WHS']
spase://SMWG/Observatory/Ground/Whiteshell,Whiteshell,Whiteshell,Observatory Station Code: WHS,['Observatory Station Code: WHS']
spase://SMWG/Observatory/Ground/Wien.Auhof,Wien Auhof,Wien Auhof,Observatory Station Code: WIA,['Observatory Station Code: WIA']
spase://SMWG/Observatory/Ground/Wien.Kobenzl,Wien Kobenzl,Wien Kobenzl,Observatory Station Code: WIK,['Observatory Station Code: WIK']
spase://SMWG/Observatory/Ground/Wilkes,Wilkes,Wilkes,Observatory Station Code: WIL,['Observatory Station Code: WIL']
spase://SMWG/Observatory/Ground/Wingst,Wingst,Wingst,Observatory Station Code: WNG,['Observatory Station Code: WNG']
spase://SMWG/Observatory/Ground/Witteveen,Witteveen,Witteveen,Observatory Station Code: WIT,['Observatory Station Code: WIT']
spase://SMWG/Observatory/Ground/Worthington,WRTH,Worthington Geophysical Observatory,Observatory Station Code: WRTH,['Observatory Station Code: WRTH']
spase://SMWG/Observatory/Ground/Wuhan,Wuhan,Wuhan,Observatory Station Code: WHN,['Observatory Station Code: WHN']
spase://SMWG/Observatory/Ground/Yakutsk,Yakutsk,Yakutsk,Observatory Station Code: YAK,['Observatory Station Code: YAK']
spase://SMWG/Observatory/Ground/Yangi.Bazar,Yangi Bazar,Yangi Bazar,Observatory Station Code: TKT,"['Tashkent', 'Observatory Station Code: TKT']"
spase://SMWG/Observatory/Ground/Yellowknife,Yellowknife Geophysical Observatory,Yellowknife Geophysical Observatory,Observatory Station Code: YKNF,"['Observatory Station Code: YKNF', 'Observatory Station Code: YKC']"
spase://SMWG/Observatory/Ground/Yuzhno.Sakhalinsk,Yuzhno Sakhalinsk,Yuzhno Sakhalinsk,Observatory Station Code: YSS,['Observatory Station Code: YSS']
spase://SMWG/Observatory/Ground/Zaymishche,Zaymishche,Zaymishche,Observatory Station Code: KZN,['Observatory Station Code: KZN']
spase://SMWG/Observatory/HANET,HANET Observatory Network,HANET Observatory Network,HANET Observatory Network,['']
spase://SMWG/Observatory/Hawkeye,Hawkeye,Hawkeye,Neutral Point Explorer,"['Hawkeye 1', 'Neutral Point Explorer', 'Injun-F', 'Explorer 52']"
spase://SMWG/Observatory/Helios,Helios,Helios Mission,Helios Mission,['']
spase://SMWG/Observatory/Helios1,Helios 1,Helios 1,Helios-A,['Helios-A']
spase://SMWG/Observatory/Helios2,Helios 2,Helios 2,Helios-B,['Helios-B']
spase://SMWG/Observatory/HEO1,HEO 1,HEO-1,HEO-1,['']
spase://SMWG/Observatory/HEO2,HEO 2,HEO-2,HEO-2,['']
spase://SMWG/Observatory/HEO3,HEO 3,HEO-3,HEO-3,['']
spase://SMWG/Observatory/HERMES,Heliophysics Environmental and Radiation Measurement Experiment Suite (HERMES),Heliophysics Environmental and Radiation Measurement Experiment Suite (HERMES),Heliophysics Environmental and Radiation Measurement Experiment Suite (HERMES),['']
spase://SMWG/Observatory/Hinode,Hinode,Hinode,Hinode,['']
spase://SMWG/Observatory/Hinotori,Hinotori,Hinotori,Astronomical Satellite-A,"['1981-017A', 'Astronomical Satellite-A', 'ASTRO-A']"
spase://SMWG/Observatory/IAGA,IAGA,IAGA,International Association of Geomagnetism and Aeronomy,['International Association of Geomagnetism and Aeronomy']
spase://SMWG/Observatory/IAGA/Aberystwyth,Aberystwyth,Aberystwyth,Aberystwyth,"['Aberystwyth', 'IAGA:AWY']"
spase://SMWG/Observatory/IAGA/Abinger,Abinger,Abinger,IAGA:ABN,"['Abinger', 'IAGA:ABN']"
spase://SMWG/Observatory/IAGA/Abisko,Abisko,Abisko,IAGA:ABK,"['Abisko', 'IAGA:ABK']"
spase://SMWG/Observatory/IAGA/Accra,Accra,Accra,IAGA:ACR,"['Accra', 'IAGA:ACR']"
spase://SMWG/Observatory/IAGA/Adak,Adak,Adak,IAGA:ADA,"['Adak', 'IAGA:ADA']"
spase://SMWG/Observatory/IAGA/Addis.Ababa,Addis Ababa,Addis Ababa,Addis.Ababa,"['Addis.Ababa', 'IAGA:AAE']"
spase://SMWG/Observatory/IAGA/Adelaide,Adelaide,Adelaide,Adelaide,"['Adelaide', 'IAGA:ADE']"
spase://SMWG/Observatory/IAGA/Aedey,Aedey,Aedey,IAGA:AED,"['Aedey', 'IAGA:AED']"
spase://SMWG/Observatory/IAGA/Agincourt,Agincourt,Agincourt,Agincourt,"['Agincourt', 'IAGA:AGN']"
spase://SMWG/Observatory/IAGA/Ahmedabad,Ahmedabad,Ahmedabad,Ahmedabad,"['Ahmedabad', 'IAGA:AHM']"
spase://SMWG/Observatory/IAGA/Alert,Alert,Alert,IAGA:ALE,"['Alert', 'IAGA:ALE']"
spase://SMWG/Observatory/IAGA/Alger.Island,Alger Island,Alger Island,Alger.Island,"['Alger.Island', 'IAGA:ALG']"
spase://SMWG/Observatory/IAGA/Alibag,Alibag,Alibag,IAGA:ABG,"['Alibag', 'IAGA:ABG']"
spase://SMWG/Observatory/IAGA/Alice.Springs,Alice Springs,Alice Springs,Alice.Springs,"['Alice.Springs', 'IAGA:ASP']"
spase://SMWG/Observatory/IAGA/Allahabad,Allahabad,Allahabad,Allahabad,"['Allahabad', 'IAGA:ALH']"
spase://SMWG/Observatory/IAGA/Alma.Ata,Alma Ata,Alma Ata,Alma.Ata,"['Alma.Ata', 'IAGA:AAA']"
spase://SMWG/Observatory/IAGA/Almeria,Almeria,Almeria,IAGA:ALM,"['Almeria', 'IAGA:ALM']"
spase://SMWG/Observatory/IAGA/Aloushta,Aloushta,Aloushta,Aloushta,"['Aloushta', 'IAGA:ALU']"
spase://SMWG/Observatory/IAGA/Amatsia,Amatsia,Amatsia,IAGA:AMT,"['Amatsia', 'IAGA:AMT']"
spase://SMWG/Observatory/IAGA/Ambarnaya,Ambarnaya,Ambarnaya,Ambarnaya,"['Ambarnaya', 'IAGA:AMN']"
spase://SMWG/Observatory/IAGA/Amberley,Amberley,Amberley,Amberley,"['Amberley', 'IAGA:AML']"
spase://SMWG/Observatory/IAGA/Amderma,AMD,Amderma,IAGA:AMD,"['Amderma', 'IAGA:AMD']"
spase://SMWG/Observatory/IAGA/Anchorage,AMU,Anchorage,Anchorage,"['Anchorage', 'IAGA:AMU']"
spase://SMWG/Observatory/IAGA/Ancon,Ancon,Ancon,IAGA:ANC,"['Ancon', 'IAGA:ANC']"
spase://SMWG/Observatory/IAGA/Andrews.AFB,Andrews AFB,Andrews AFB,Andrews.AFB,"['Andrews.AFB', 'IAGA:AWS']"
spase://SMWG/Observatory/IAGA/Angmakssalik,Angmakssalik,Angmakssalik,Angmakssalik,"['Angmakssalik', 'IAGA:AMK']"
spase://SMWG/Observatory/IAGA/Angra.Do.Heroismo,Angra Do Heroismo,Angra Do Heroismo,Angra.Do.Heroismo,"['Angra.Do.Heroismo', 'IAGA:ANH']"
spase://SMWG/Observatory/IAGA/Ankara,Ankara,Ankara,IAGA:ANK,"['Ankara', 'IAGA:ANK']"
spase://SMWG/Observatory/IAGA/Annamalainagar,Annamalainagar,Annamalainagar,Annamalainagar,"['Annamalainagar', 'IAGA:ANN']"
spase://SMWG/Observatory/IAGA/Antananarivo,Antananarivo,Antananarivo,Antananarivo,"['Antananarivo', 'IAGA:TAN']"
spase://SMWG/Observatory/IAGA/Antipolo,Antipolo,Antipolo,Antipolo,"['Antipolo', 'IAGA:ANO']"
spase://SMWG/Observatory/IAGA/Apatity,Apatity,Apatity,IAGA:APA,"['Apatity', 'IAGA:APA']"
spase://SMWG/Observatory/IAGA/Apia,Apia,Apia,IAGA:API,"['Apia', 'IAGA:API']"
spase://SMWG/Observatory/IAGA/Arctic.Ice.Flo,Arctic Ice Flo,Arctic Ice Flo,Arctic.Ice.Flo,"['Arctic.Ice.Flo', 'IAGA:AIF']"
spase://SMWG/Observatory/IAGA/Arctic.Village,AVI,Arctic Village,Arctic.Village,"['Arctic.Village', 'IAGA:AVI']"
spase://SMWG/Observatory/IAGA/Arctowski,Arctowski,Arctowski,Arctowski,"['Arctowski', 'IAGA:ARC']"
spase://SMWG/Observatory/IAGA/Arequipa,Arequipa,Arequipa,Arequipa,"['Arequipa', 'IAGA:ARE']"
spase://SMWG/Observatory/IAGA/Argentine.Island,Argentine Island Vernadski,Argentine Island/Vernadski,Vernadski,"['Vernadski', 'IAGA:AIA']"
spase://SMWG/Observatory/IAGA/Arkhangelsk,Arkhangel'Sk,Arkhangel'Sk,Arkhangel'Sk,"[""Arkhangel'Sk"", 'IAGA:ARK']"
spase://SMWG/Observatory/IAGA/Arti,Arti,Arti,IAGA:ARS,"['Arti', 'IAGA:ARS']"
spase://SMWG/Observatory/IAGA/Ascension.Island,Ascension Island,Ascension Island,Ascension.Island,"['Ascension.Island', 'IAGA:ASC']"
spase://SMWG/Observatory/IAGA/Ashkhabad,Ashkhabad Vannovskaya,Ashkhabad/Vannovskaya,Vannovskaya,"['Vannovskaya', 'IAGA:ASH']"
spase://SMWG/Observatory/IAGA/Aso,Aso,Aso,IAGA:ASO,"['Aso', 'IAGA:ASO']"
spase://SMWG/Observatory/IAGA/Asuka.Station,Asuka Station,Asuka Station,Asuka.Station,"['Asuka.Station', 'IAGA:ASK']"
spase://SMWG/Observatory/IAGA/Athens,Athens,Athens,IAGA:ATH,"['Athens', 'IAGA:ATH']"
spase://SMWG/Observatory/IAGA/Au.Tau,Au Tau,Au-Tau,IAGA:AUT,"['Au-Tau', 'IAGA:AUT']"
spase://SMWG/Observatory/IAGA/Auckland.Island,Auckland Island,Auckland Island,Auckland.Island,"['Auckland.Island', 'IAGA:AUI']"
spase://SMWG/Observatory/IAGA/Averroes,Averroes,Averroes,Averroes,"['Averroes', 'IAGA:AVE']"
spase://SMWG/Observatory/IAGA/Back,Back,Back,IAGA:BKC,"['Back', 'IAGA:BKC']"
spase://SMWG/Observatory/IAGA/Baclieu,Baclieu,Baclieu,IAGA:BCL,"['Baclieu', 'IAGA:BCL']"
spase://SMWG/Observatory/IAGA/Baffin.Island,Baffin Island,Baffin Island,Baffin.Island,"['Baffin.Island', 'IAGA:BFI']"
spase://SMWG/Observatory/IAGA/Baghdad,Baghdad,Baghdad,IAGA:BGH,"['Baghdad', 'IAGA:BGH']"
spase://SMWG/Observatory/IAGA/Baguio,Baguio,Baguio,IAGA:BAG,"['Baguio', 'IAGA:BAG']"
